ぼくらの16bit戦争	僕らの16bit戦争				
ぼくらのレットイットビー	僕らのレットイットビー				
ボクらの最終定理	ぼくらの最終定理				
ぼくらはみんな意味不明	僕らはみんな意味不明				
ポジティヴ・ハラスメント！！！	ポジティヴ・ハラスメント				
ポジティブ・パレード	ポジティブパレード				
ポジティ部vsネガティ部	ポジティ部 vs ネガティ部				
ポジネガ＊ミステイカーズ	ポジネガミステイカーズ				
ポッピンキャンディ☆フィーバー！	ポッピンキャンディ⭐︎フィーバー	ポッピンキャンディ☆フィーバー			
ポテトがSしか売ってない	ポテトがSしか売ってない L(ong).ver	ポテトがSしか売ってない S(hort).ver			
マジカリン☆☆☆LOVE♡	マジカリン⭐︎⭐︎⭐︎LOVE♡	マジカリン☆☆LOVE♡	マジカリンLOVE		
マジカル☆リンちゃんなう！SSs	マジカルリンちゃんなう！SSs	マジカル リンちゃんなう！SSs	マジカル☆リンちゃんなう！		
マジカルナイト☆フィーバー！	マジカルナイト☆フィーバー				
マセ恋歌	マセ恋歌-Full.ver.-				
まにまに	まにまに 2025Edit				
み　む　かｩ　わ　ナ　イ　ス　ト　ラ　イ	み む かｩ わ ナ イ ス ト ラ イ	みむかｳわナイストライ			
ミキミキ★ロマンティックナイト	ミキミキ☆ロマンティックナイト				
ミクがネギを背負ってやって来る	ミクがネギを背負ってやってくる				
ミクちゃんのネギネギネギネギ幻騒曲	ミクちゃんのネギネギネギネギ幻想曲				
みくのこもりうた	みくのこもりうた・覚醒版				
みくぶる	みくぶる　２				
みくみくにしてあげる♪	みくみくにしてあげる	みくみくにしてあげる♪【してやんよ】			
みくみく菌にご注意♪	みくみく菌にご注意				
ミスアフタヌーン	ミス・アフタヌーン				
ミスリード・ミスリード	ミスリードミスリード				
ミルキーウェイがけせない	ミルキーウェイが消せない				
みんなみくみくにしてあげる♪	みんなみくみくにしてあげる	みんなみくみくにしてあげる♪【してやんよ】			
メグメグ☆ファイアーエンドレスナイト	メグメグ☆ファイヤーエンドレスナイト				
モ　ミ　ア　ゲ　ヲ　シ　ャ　カ　ア　ゲ　ヲ	モ ミ ア ゲ ヲ シ ャ カ ア ゲ ヲ	モミアゲヲシャカアゲヲ			
もう生きてるだけで褒めて頂戴	もう生きてるだけで誉めて頂戴				
モザイクロール	モザイクロール(Reloaded)	モザイクロール (Reloaded)			
もしも一人残されて、世界が嘘じゃないなら	もしも1人残されて、世界が嘘じゃないなら				
もっと　伸びろ　ぼくの　動画	もっと伸びろぼくの動画	もっと  伸びろ  ぼくの  動画			
モニタリング	モニタリング (Best Friend Remix)	モニタリング（Best Friend Remix）			
モノクロ∞ブルースカイ	モノクロ∞ブルースカイ-Rising Heart-	モノクロ ∞ ブルースカイ			
モンダイナイトリッパー！(code:MK ver)	モンダイナイトリッパー！				
ヤキモチの答え-another story-	ヤキモチの答え -another story-				
ヤバイと思ったが性欲を抑えきれなかった	ヤバいと思ったが性欲を抑えきれなかった				
ヤミナベ!!!!	ヤミナベ!!!	ヤミナベ			
ヤンキーとぼく 〜人格形成ニ難アリ〜	ヤンキーとぼく〜人格形成に難あり〜				
ヤンデ恋歌	ヤンデ恋歌-Full ver.-				
ユア ソング	ユアソング				
ユアハイネス☆マイプリンセス	ユアハイネスマイプリンセス				
ユメウツツドリーマー	ゆめうつつどりぃまぁ				
ゆめにっき の ため の ワルツ	ゆめにっき  の  ため  の  ワルツ				
よ　う　こ　そ、　シ　チ　ュ　ー　う　ど　ん　銭　湯　へ　!!	ようこそ、シチューうどん銭湯へ!!	ようこそシチューうどん銭湯へ！！	ようこそ、シチューうどん銭湯へ！		
ラヴィ	ラヴィ(Lavie)				
ラッキー☆オーブ	ラッキーオーブ				
ラットが死んだ	ラットが死んだnew words				
らびにん	ラビニン				
ラブ イズ オノマトペ	ラブイズオノマトペ				
ラブカ?	ラブカ				
ラブリー少女	ラブリー彼女				
ラペペペ	ラぺぺぺ				
ラミとレミ　鏡と嘘つき	ラミとレミ鏡と嘘つき				
ラムレーズン・パンケーキ	ラムレーズンパンケーキ				
リアルにぶっとばす	リアルにぶっ飛ばす				
リップサービス	リップサービス・メンソール				
リバーシブル・キャンペーン	リバーシブルキャンペーン				
リリリリ★バーニングナイト	リリリリ☆バーニングナイト				
リンリンリンってしてくりん	りんりんりんってしてくりん				
ルカルカ★ナイトフィーバー	ルカルカ☆ナイトフィーバー				
ルサンチマン・クラブ	ルサンチマンクラブ				
レイドボス: カタストロフィック・ラヴ	レイドボス:カタストロフィック・ラヴ	レイドボス・カタストロフィック・ラヴ			
レイニースノードロップ	レインスノードロップ				
レトロマニア狂想曲	レトロマニア狂奏曲	レトロマニア狂騒曲			
ロックンロール交響曲第28番『温泉』	温泉				
ロベリア / Lobelia	ロベリア				
ワールドアウトサイド	ワールドアウトサイト				
わいふぁい暴想ボーイ	わいふぁい暴走ボーイ				
わたしの未成年観測	私の未成年観測				
わたしは禁忌	私は禁忌	わたしは禁忌(2024ver.)	わたしは禁忌（2024 ver.）		
わたしライス定食たべにきた	わたしライス定食食べにきた	わたしライス定食食べに来た	わたしライス定食たべに来た		
わっ! のうた	わっ！のうた				
わるつ	わるつ・再録版				
ワンダーラスト	ワンダーラスト (2019: A Self Odyssey)				
わんわんお にゃんにゃんお	わんわんおにゃんにゃんお				
ヸシュヌ	ヰ゛シュヌ				
ん〜いい！最高！パーフェクトなメス豚！	ん〜いい！最高！パーフェクトなメス豚				
愛 think so,	愛 think so.				
愛があれば。	愛があれば				
愛して？ 〜Love me do	愛して？〜Love me do				
愛と憐憫、怪物に同じ。	愛と憐憫、怪物に同じ				
愛言葉Ⅱ	愛言葉II				
愛言葉Ⅲ	愛言葉III				
愛言葉Ⅳ	愛言葉IV				
愛憎感のユーエフオ―	愛憎感のユーエフオー				
悪ノ召使	悪の召使				
飴と鎖	雨と鎖				
或る街のギギ	或る町のギギ	或る街のギギ			
伊豆の踊子	伊豆の踊り子				
一富士二鷹三茄子	一富士ニ鷹三茄子				
一縷の願い	第三章「一縷の願い」				
雨のちSweet*Drops	雨のちSweet *Drops				
雨音と、舞う。	雨音と、舞う				
雨音ペトリコール	雨音ぺトリコール				
雨降の水槽	雨降の水葬				
嘘つきの世界	嘘吐きの世界				
嘘ミーム	噓ミーム				
嘘みたいな思い出〜ハイサイおばちゃま爆進記〜	嘘みたいな想い出〜ハイサイおばちゃま爆進記〜				
嘘歌	嘘歌（うそうた）				
影炎≒Variation	陽炎≒Variation				
影光SPECTRUM	影光SPCTRUM	栄光SPECTRUM			
永遠にゲームで対戦したいキリタン	永遠にゲームで対戦したいきりたん				
永遠に幸せになる方法、見つけました。	永遠に幸せになる方法、見つけました				
永久に続く五線譜	永遠に続く五線譜				
厭世輪舞曲	厭世舞踊曲				
怨むよ、レイトサマー	恨むよ、レイトサマー				
猿マネ椅子盗りゲーム	猿マネ椅子取りゲーム				
縁環の理的に私が一番だと言う歌です！	縁環の理的に私が一番だという歌です！				
黄金数	黄金数(2024)	黄金数（2024 ver.）			
下手者	下手物				
下剋上	下克上				
下剋上(完)	下克上(完)				
何でも言うことを聞いてくれるアカネチャン	なんでも言うことを聞いてくれるアカネチャン	何でもいうことを聞いてくれるアカネチャン	Seyana.		
加速世界 -アクセルワールド-	加速世界-アクセルワールド-				
可能性と未来の狭間に浮かぶ	可能性と未来の狭間に沈む				
可不ちゃんのカレーうどん狂騒曲	可不ちゃんのカレーうどん狂想曲				
夏の終わり、恋の始まり	夏の終わり、恋のはじまり				
夏色アンサー	夏色アンサー  ~The different story~				
夏崩レ片想ヒ	夏崩レ片想い	夏崩レ片思ヒ			
家に帰ると妻が必ず死んだふりをしています。	部屋に帰ると妻が必ず死んだふりをしています。	家に帰ると妻が必ず死んだふりをしています			
暇潰し、だれかの命	暇潰し、誰かの命				
火葬	『　　』	『』			
花めづる君	花めずる君				
花隈の歌は可愛いし小春六花はマジでうるさい	花隈の歌は可愛いし小春六花はマジでうるさい(ありきたりな恋の歌)	ありきたりな恋の歌	花隈千冬の歌はかわいいし小春六花はマジでうるさい		
花見る人	花みる人				
花祭り　宵祭り	花祭り宵祭り				
花曇	花曇(はなぐもり)				
過去に戻れたら	過去にもどれたら				
我が儘賛歌	我が儘讃歌				
怪盗・窪園チヨコは絶対ミスらない	解答・窪園チヨコは絶対ミスらない	怪盗窪園チヨコは絶対ミスらない			
怪盗Fの台本〜消えたダイヤの謎〜	怪盗Fの台本　〜消えたダイヤの謎〜	怪盗Fの台本（シナリオ）〜消えたダイヤの謎〜	怪盗Fの台本 〜消えたダイヤの謎〜		
怪盗ピーター&ジェニイ	怪盗ピーター&ジェニィ				
懐色、虚色	懐色、虚色。				
海渡る風の唄	海渡る風の歌				
灰冠り	灰被り				
絵に描いたおもち	絵に書いたおもち				
絵本『人柱アリス』	絵本「人柱アリス」	人柱アリス			
革命性:オウサマ伝染病	革命性オウサマ伝染病				
瓦落多遊び	瓦楽多遊び				
完全懲悪ロリィタコンプレックス	勧善懲悪ロリィタコンプレックス				
感情ディシーブ	感謝ディシーブ				
甘噛みでおねがい	甘噛みでお願い				
還ル	環ル				
雁首、揃えてご機嫌よう	雁首、揃えてごきげんよう	雁首、揃えて御機嫌よう			
帰巣本能-少年by the mile-	帰巣本能 -少年 by the mile-				
祈りは空っぽ	祈りはからっぽ				
貴方に花を 私に唄を	貴方に花を 私に歌を				
貴方へ、鎮魂曲を。	貴方へ、鎮魂歌を。				
貴様の喉に牙を向け、我が賛嘆を呉れてやる。	貴様の喉に牙を向け、我が賛嘆をくれてやる。				
鬼を狩る者	鬼を狩るもの				
偽者の歌	偽物の歌				
偽物人間40号	偽者人間40号				
吉原ラメント	吉原ラメント-再来盤-				
逆罪行進曲	逆罪行進曲〜怪〜				
吸血っく†ヴぁんぱいあ！	吸血っく✞ヴぁんぱいあ！	吸血っく↑ヴぁんぱいあ！			
救いようのない素晴らしき運命	救いようない素晴らしき運命				
泣キ虫カレシ	泣き虫カレシ				
恐山ル・ヴォワール	恐山ルヴォワール				
教えて!! 魔法のLyric	教えて!!魔法のLyric				
鏡音レンの暴走	鏡音レンの暴走（LONG VERSION）				
暁月夜 -アカツキヅクヨ-	暁月夜-アカツキヅクヨ-	暁月夜			
極楽鳥 -bird of paradise-	極楽鳥-bird of paradise-	極楽鳥			
勤労ループ　〜新入社員のずんだもん〜	勤労ループ〜新入社員のずんだもん〜	勤労ループ	勤労ループ 〜新入社員のずんだもん	勤労ループ 新入社員のずんだもん	
金曜日のおはよう -another story-	金曜日のおはよう-another story-				
空想庭園依存症	空想庭園依存性				
繰り返し一粒	繰り返し一粒(リン)				
君の神様になりたい。	君の神様になりたい				
君はただ二回飛べばいい	君はただニ回飛べばいい				
君を捜す空	君を探す空				
群青讃歌	群青賛歌				
月が遠いですね。	月が遠いですね				
月ノ花	月の花				
月隠　－ツキゴモリ－	月隠－ツキゴモリ－				
月光ステージ	10年後の月光ステージ				
月陽-ツキアカリ-	月陽				
見えない黒に堕ちてゆけ	見えない黒に堕ちていけ	見えない黒に墜ちてゆけ			
元　寇　で　す　☆	元 寇 で す ☆	元寇です☆			
元気でいてね。	元気でいてね				
幻奏歌	幻想歌				
幻想奇行	幻想寄行				
言ノ葉カルマ	言の葉カルマ				
孤独な彼女の孤独の理由	孤独な彼女の孤独な理由				
弧ギツネの乱	孤ギツネの乱				
故にユーエンミ―	故にユーエンミー				
光と影の楽園	Synchronicity〜第二章　光と影の楽園〜	Synchronicity〜第二章光と影の楽園〜	Synchronicity 〜第二章 光と影の楽園〜		
向こう側の君へ	向こう側の君へ 1.2				
好き！雪！本気マジック	好き！雪！本気マジック！				
好きって言って	好きって言って。				
好きなのに (Part.Ⅰ)	好きなのに Part.Ⅰ	好きなのに（Part.Ⅰ）	好きなのに	好きなのに(Part.1)	
好きな惣菜発表ドラゴン	好きな総菜発表ドラゴン				
紅い百合 -Lilium-	紅い百合				
紅一葉	紅一葉(初音ミク版)	紅一葉（初音ミクver）			
行きます！　カラオケ一曲目	行きます！カラオケ一曲目				
鋼鉄ノ城	鋼鉄の城				
告白予行練習 -another story-	告白予行練習-another story-				
国士無双十三面待ちガール	□□□□□□□□□□□□□ガール				
今好きになる。	今好きになる				
今好きになる。 -triangle story-	今好きになる。-triangle story-				
今宵は彼奴めを拐かし、いざ麗しき闇を燃やさん。	今宵は彼奴めを拐し、いざ麗しき闇を燃やさん。				
今日のずんだはみなごろし	歌劇『今日のずんだはみなごろし』				
左右 -みぎひだり-	左右-みぎひだり-				
鎖の少女	鎖の少女-Re Alive-				
最期の晩餐は寝室にて	最後の晩餐は寝室にて				
細菌汚染 - Bacterial Contamination -	細菌汚染 - Bacterial Contamination	細菌汚染	細菌汚染 -Bacterial Contamination-	細菌汚染 -bacterial_contamination-	
咲うわ。	咲うわ				
咲かせよ乙女、喰らえよ男児	咲かせよ乙女 喰らえよ男児				
作曲するならいまのうち！	作曲するなら今のうち！				
昨日をうまく生きられなかった私達はきっと明日もうまく生きられない。	昨日を上手く生きられなかった私達はきっと明日もうまく生きられない。				
桜舞う　今	桜舞う今				
匙ノ咒	匙の咒				
三日月ステップ	三日月ステップ 2023	三日月ステップ(2023)			
散財讃歌	散財賛歌				
四十九日	四十九日目				
始発駅、君を待つ。	始発駅、君を待つ				
私、このモヤシ飼うわ。	私、このモヤシ飼うわ				
私、案山子。	私、案山子				
私、仕事なんか行きたくない	「私、仕事なんか行きたくない」				
私は人間じゃないから。	私は人間じゃないから				
時ノ雨、最終戦争	時の雨、最終戦争				
時間が足りなさすぎた	時間がたりなさすぎた				
時代を超えた遊び場で	時代を越えた遊び場で				
耳のあるロボットの唄	耳のあるロボットのうた				
自殺志願者が余命191秒で見た憧憬	自殺志願者が余命191秒前で見た憧憬				
自由に捕らわれる。	自由に捕らわれる	自由に捕われる	自由に捕われる。		
失楽ペトリ	失落ペトリ				
疾風	疾風　－修正版－				
捨猫Russian Blue	捨て猫ロシアンブルー				
紗痲	紗麻				
車窓の彼女へ	車窓の貴方へ				
若いヤツ本気出すんやめてっていう曲	若いヤツ本気出すんやめて				
弱虫モンブラン	弱虫モンブラン (Reloaded)				
修羅ノ庭	修羅の庭				
秋の未確認生物	秋の未確認生物(short ver)				
終わりの ちょっと前	終わりのちょっと前				
終末おはなし倶楽部	終末おはなし倶楽部 (Alt.)	週末おはなし倶楽部			
終焉≠カタルシス	終焉カタルシス				
十面相	十面相 colorful ver.				
淑女ベリィの作り方。	淑女ベリィの作り方				
春風、ぺトリコール	春風、ペトリコール				
巡る世界のレクイエム	Synchronicity〜第三章 巡る世界のレクイエム〜				
巡桜歌 - junouka -	巡桜歌-junoka-				
初めての恋が終わる時	初めての恋が終わるとき				
初音ミクが円周率10,000桁覚えたようです。	初音ミクが円周率10,000桁覚えたようです				
初音ミクの あたまのたいそう	初音ミクのあたまのたいそう				
初音ミクの激唱	初音ミクの激唱（LONG VERSION）	初音ミクの劇唱			
初音ミクの戸惑	初音ミクの戸惑（LONG VERSION）				
初音ミクの終焉	初音ミクの終焉 -Worst END-				
初音ミクの消失	初音ミクの消失（LONG VERSION）	初音ミクの消失-DEAD END-	初音ミクの消失 -DEAD END-		
初音ミクの暴走	初音ミクの暴走（LONG VERSION）				
小説　夏と罰 (下)	小説　夏と罰(下)	小説夏と罰(下)			
小説　夏と罰 (上)	小説 夏と罰（上）				
少年と魔法のロボット	少年と魔法のロボット (Album Edit Ver.)	少年と魔法のロボット(Fukase ver.)			
少年は教室がきらいだったのだ	少年は教室が嫌いだったのだ				
少年少女モラトリアムサヴァイヴ	少年少女モラトリアムサヴァイブ				
消火器がダンディーで気が利く場合	消化器がダンディーで気が利く場合	消化器がダンディーで気が効く場合			
常世の気まぐれ	常世のきまぐれ				
情事・色事・ん…こっち	情事・色事・ん⋯こっち				
信じる者は救われない	信じるものは救われない				
侵蝕	浸食				
心気妄想壁	心気妄想癖				
心蝕ドグマ	心触ドグマ				
心拍数♯0822	心拍数#0822	心拍数# 0822			
新・山ノ手メリーゴーランド（N428系）	新山ノ手メリーゴーランド	新・山ノ手メリーゴーランド			
新世紀	第一章「新世紀」				
森之宮神療所☆	森之宮診療所☆彡	森之宮神療所☆彡			
深海メトロIII号	深海メトロⅢ号				
神のまにまに	神のまにまに 2020ver.				
神教⇒Exclamation!	神教⇒Exclametion!				
神堕とし奇譚	神落とし奇譚				
進化論 code:variant	進化論code:variant				
進捗どうですか！	進捗どうですか？				
人から嫌われるのが死ぬほどこわいだけなんだ	人から嫌われるのが死ぬほど怖いだけなんだ				
人間のくせになまいきだ	人間のくせになまいきだ！				
人類五分前仮説	人類五分前仮設				
水死体にもどらないで	水死体に戻らないで				
世界で一番近くに居るのに	世界で一番近くにいるのに				
姓 名 言 っ て み ろ ！	姓名言ってみろ				
星のカケラ	01_ballade				
星のとなりの空け者　〜カッパ〜	星のとなりの空け者〜カッパ〜				
星のとなりの空け者　〜織姫〜	星のとなりの空け者〜織姫〜	星のとなりの空け物 〜織姫〜			
星のとなりの空け者　〜彦星〜	星のとなりの空け者〜彦星〜				
星空に願いを込めて 〜Good Night	星空に願いを込めて	星空に願いを込めて -Good Night			
生まれてきたんだよ	うまれてきたんだよ				
生意気ハニー -another story-	生意気ハニー-another story-				
生命性シンドロウム	生命性シンドローム				
雪がとける前に	雪が溶ける前に				
絶叫パラノイア	絶境パラノイア				
絶対にチョコミントを食べるアオイチャン	絶対にチョコミントを食べるアオイちゃん				
絶頂セブンスヘブン	絶頂セブンズヘブン				
前髪ぱっつんすとれーと	前髪パッツンストレート				
全速力協奏曲	全速力狂騒曲				
全力前進★二学期デビュー！！	全力前進☆二学期デビュー！！				
曾根崎心中	曾根崎心中 -Full ver.-	曽根崎心中			
想像フォレスト	創造フォレスト				
早過ぎたラブロマンス	早すぎたラブロマンス				
窓の無い部屋	窓のない部屋				
蒼-BLUE-	蒼-BLUE-(最終形態)				
送墓唄	送墓歌				
息を止めると呼吸が出来なくなってしまうよ	息を止めると呼吸がなくなってしまうよ	息を止めると呼吸ができなくなってしまうよ			
堕ちた烏、今飛び立つ	墜ちた烏、今飛び立つ				
対象x	対象χ				
大丈夫だ、問題ない。	大丈夫だ、問題ない				
大切なコトバ	たいせつなことば				
大団円なんです。	大団円なんです				
第三次プリン戦争	三次プリン戦争				
脱げばいいってモンじゃない！	脱げばいいってモンじゃない！ -Full ver.-				
脱出ゲヱム	脱出ゲヰム				
誰かの歌で僕が死ぬ	誰かの歌で人が死ぬ				
探偵弱音ハクの憂鬱	探偵・弱音ハクの憂鬱				
誕生日、ペペロンチーノにやさしくされる	誕生日、ペペロンチーノに優しくされる				
弾けないギターを片手に。	弾けないギターを片手に				
恥ずかs×××	恥ずかsxxx				
置き去り月夜抄	置去り月夜抄				
朝を呑む	朝を吞む				
朝焼け、君の唄。	朝焼け、君の唄				
追跡！家出少女の実態！	追跡！家出少女の実態				
壷カルビ	壺カルビ				
的な。	的な				
轍　-わだち-	轍-わだち-				
鉄の処女と夢見がちなお姫さま	鉄の処女と夢見がちなお姫様				
天井の研ナ〇コが気になって眠れない	天井の研ナ○コが気になって眠れない				
天国への手紙（うた）	天国への手紙				
天使の翼。	天使の翼				
電脳学級会で会いましょう	電脳学級会であいましょう				
冬晴れステップ	雪晴れステップ				
桃源郷へ行こう	桃源郷へいこう				
毒占欲	独占欲				
独りんぼエンヴィー	ひとりんぼエンヴィー				
内臓ありますか	内蔵ありますか				
日常鎖飯事	日常茶飯事				
脳漿炸裂ガール	脳漿炸裂ガール（セルフカヴァー）	脳漿炸裂ガール【セルフカヴァー】	脳漿炸裂ガール【2015Ver.】	脳漿炸裂ガール 2015ver.	
波に名前をつけること、僕らの呼吸に終わりがあること。	波に名前をつけること、僕らの呼吸に終わりがあること	波に名前を付けること、僕らの呼吸に終わりがあること			
破滅の予感とエクスタシー	破滅と予感のエクスタシー				
拝啓、何者にもなれなかった僕へ。	拝啓、何物にもなれなかった僕へ。	拝啓、何者にもなれなかった僕へ	拝啓、何者にもなれなかった僕。。		
拝啓、私の神様。	拝啓、私の神様				
拝啓、晴天に告ぐ	拝啓、晴天に次ぐ				
背徳の記憶〜The Lost Memory〜	背徳の記憶				
配信壇場ストラグル	配信壇上ストラグル	配信檀場ストラグル			
白ノ娘	白の娘				
八日目、雨が止む前に。	八日目、雨が止む前に				
反芻シ考	反芻思考				
煩悩〜百八ツじゃ足んない〜	煩悩	煩悩〜百八ツじゃ足りない〜			
卑怯戦隊うろたんだー	卑怯戦隊うろたんだー！	５人揃って卑怯戦隊うろたんだー！			
否世界ハーモナイゼ	否世界ハーモナイズ				
彼ノ世草紙	彼ノ世草子				
秘蜜〜黒の誓い〜	秘密〜黒の誓い〜				
飛雷震	避雷震	避雷針	避雷振		
百万回、愛してるって言って	100万回愛してるって言って				
氷のなかに	氷の中に				
病危！です	病厄！です				
病名恋ワズライ	病名コイワズライ				
普通に歳をとるコトすら	普通に歳をとることすら				
文明開花ガール	文明開化ガール				
変梃の市〜へんてこのまち〜	変梃の市				
歩ノ路	歩ノ道				
崩壊歌姫 -disruptive diva-	崩壊歌姫-disruptive diva-	崩壊歌姫			
法のアナル	法のア〇ル				
鳳華雷閃	鳳華雷閃(ほうからいせん)				
忘れてしまうボクは	忘れてしまう僕は				
忘れるわけないでしょ	忘れるわけないでしょ(1番＋大サビ前)				
紡唄 -つむぎうた-	紡唄	紡唄-つむぎうた-	紡ぎ唄 -つむぎうた-		
僕には生きるセンスがない。	僕には生きるセンスがない				
僕は依存症	僕は依存性				
僕みたいな君　君みたいな僕	僕みたいな君、君みたいな僕	僕みたいな君、君みたいな僕。			
僕らの最終戦争	ぼくらの最終戦争				
僕をそんな目で見ないで	僕をそんな目でみないで				
没	ᅠᅠᅠᅠᅠᅠᅠ				
魔女ザルムホーファーの逃亡	魔女ザルムフォーファーの逃亡				
未完成讃歌	未完成賛歌				
夢じゃない、嘘じゃない、目の前にある幸せな情景。	嘘じゃない、目の前にある幸せな情景。	夢じゃない、嘘じゃない、目の前にある幸せな情景			
夢みることり	ゆめみることり	夢見ることり			
無限にホメてくれる桜乃そら先生	無限に褒めてくれる桜乃そら先生				
無限の闇―echo of the past	無限の闇	無限の闇—echo of the past			
無理に笑わなくて良いよ	無理に笑わなくていいよ				
命に嫌われている。	命に嫌われている	命に嫌われてる。			
明日世界が滅ぶなら	明日、世界が滅ぶなら				
迷子のリボン	迷子のりぼん				
麺屋ぐろてすく	麺屋グロテスク				
妄想疾患■ガール	妄想疾患⬛︎ガール	妄想疾患■ガール (New ver.)	妄想疾患■ガール(New Ver.)	妄想疾患◾︎ガール（New ver.）	妄想疾患◼️ガール
猛独が襲う	猛毒が襲う				
網膜は銀幕 人はみなシネマ	網膜は銀幕、人はみなシネマ				
黙ってロックをやれって言ってんの！	黙ってロックをやれっていってんの！				
夜もすがら君想ふ	夜もすがら君想ふ(10th Anniv.)	夜もすがら君想ふ (10th Anniv.)			
夜迷事	世迷事	夜迷言			
夜咄ディセイブ	夜拙ディセイブ	夜噺ディセイブ	夜咄ディセイヴ		
夕凪プラットホーム	夕凪プラットフォーム				
余命数十年	余命十数年				
用法容量をおまもりください	用法容量をお守りください				
踊ル怪談ズ	踊る怪談ズ				
欲望我慢スル事ナカレ	欲望我慢スル事無カレ				
螺旋迷宮〜Spiral labyrinth〜	螺旋迷宮				
裸だったら何が悪い〜sing go〜	裸だったら何が悪い				
龍ノ啼ク箱庭拠リ	龍ノ啼く箱庭拠リ				
臨海ダイバー	臨界ダイバー				
例ノアレ	例のアレ				
歴史の人物おぼえまSHOW！	歴史の人物おぼえまSHOW	歴史の人物覚えまSHOW!			
劣生学	劣勢学	劣性学			
恋スルVOC@LOID	恋するVOC@LOID	恋スルVOC@LOID （修正版）			
恋に溺れて	恋におぼれて				
恋のI・RO・HA教えます	恋のI・RO・HA 教えます				
恋はきっと急上昇☆	恋はきっと急上昇✩	恋はきっと急上昇			
恋は気まぐれイリュージョン！！	恋は気まぐれイリュージョン！				
恋愛タイガ→☆	恋愛タイガー				
凛恋メイドファクター	凜恋メイドファクター				
咒（まじない）	咒				
嗚呼、素晴らしきニャン生	あぁ、素晴らしきニャン生				
菫青幻想曲〜Fantasy of Iolite〜	菫青幻想曲~Fantasy of lolite~				
蕾桜 -ツボミザクラ-	蕾桜				
蠅と梨	蝿と梨				
霽れを待つ	霽れをまつ				
驫麤〜とりぷるばか〜	驫麤~とりぷるばか~	とりぷるばか	驫鹿 〜とりぷるばか〜	驫麤	
买买买	マイマイマイ	マイマイマイ（买买买）			
靑い解体新書	青い解体新書				
